sequence_src,sequence_otb,frames,fps,txt_path,classic_mat_path,unified_mat_path
Box,Box,1161,70.313313,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Box.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Box_MyTrackerECO.mat
Boy,Boy,602,66.632664,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Boy.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Boy_MyTrackerECO.mat
Car1,Car1,1020,71.871907,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Car1.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Car1_MyTrackerECO.mat
Car2,Car2,913,74.188316,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Car2.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Car2_MyTrackerECO.mat
Car24,Car24,3059,80.034216,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Car24.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Car24_MyTrackerECO.mat
Car4,Car4,659,72.174877,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Car4.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Car4_MyTrackerECO.mat
CarDark,CarDark,393,64.812448,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\CarDark.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\CarDark_MyTrackerECO.mat
CarScale,CarScale,252,59.064032,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\CarScale.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\CarScale_MyTrackerECO.mat
ClifBar,ClifBar,472,66.831584,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\ClifBar.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\ClifBar_MyTrackerECO.mat
Coke,Coke,291,56.374886,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Coke.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Coke_MyTrackerECO.mat
Couple,Couple,140,49.671036,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Couple.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Couple_MyTrackerECO.mat
Coupon,Coupon,327,65.670273,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Coupon.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Coupon_MyTrackerECO.mat
Crossing,Crossing,120,42.392671,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Crossing.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Crossing_MyTrackerECO.mat
Crowds,Crowds,347,62.234807,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Crowds.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Crowds_MyTrackerECO.mat
Dancer,Dancer,225,54.528072,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Dancer.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Dancer_MyTrackerECO.mat
Dancer2,Dancer2,150,50.570111,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Dancer2.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Dancer2_MyTrackerECO.mat
David,David,471,64.061874,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\David.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\David_MyTrackerECO.mat
David2,David2,537,66.884842,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\David2.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\David2_MyTrackerECO.mat
David3,David3,252,55.891855,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\David3.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\David3_MyTrackerECO.mat
Deer,Deer,71,34.800373,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Deer.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Deer_MyTrackerECO.mat
Diving,Diving,215,52.040357,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Diving.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Diving_MyTrackerECO.mat
Dog,Dog,127,46.251347,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Dog.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Dog_MyTrackerECO.mat
Dog1,Dog1,1350,75.733984,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Dog1.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Dog1_MyTrackerECO.mat
Doll,Doll,3872,76.043307,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Doll.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Doll_MyTrackerECO.mat
DragonBaby,DragonBaby,113,44.011907,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\DragonBaby.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\DragonBaby_MyTrackerECO.mat
Dudek,Dudek,1145,72.339448,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Dudek.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Dudek_MyTrackerECO.mat
FaceOcc1,FaceOcc1,892,76.235785,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\FaceOcc1.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\FaceOcc1_MyTrackerECO.mat
FaceOcc2,FaceOcc2,812,73.992286,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\FaceOcc2.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\FaceOcc2_MyTrackerECO.mat
Fish,Fish,476,66.835956,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Fish.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Fish_MyTrackerECO.mat
FleetFace,FleetFace,707,68.369165,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\FleetFace.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\FleetFace_MyTrackerECO.mat
Football,Football,362,63.789996,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Football.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Football_MyTrackerECO.mat
Football1,Football1,74,35.074348,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Football1.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Football1_MyTrackerECO.mat
Freeman1,Freeman1,326,62.044314,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Freeman1.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Freeman1_MyTrackerECO.mat
Freeman3,Freeman3,460,64.564811,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Freeman3.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Freeman3_MyTrackerECO.mat
Freeman4,Freeman4,283,60.110348,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Freeman4.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Freeman4_MyTrackerECO.mat
Girl,Girl,500,68.486143,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Girl.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Girl_MyTrackerECO.mat
Girl2,Girl2,1500,71.039051,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Girl2.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Girl2_MyTrackerECO.mat
Gym,Gym,767,73.172284,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Gym.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Gym_MyTrackerECO.mat
Human2,Human2,1128,70.375330,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Human2.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Human2_MyTrackerECO.mat
Human3,Human3,1698,69.463572,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Human3.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Human3_MyTrackerECO.mat
Human4_2,Human4-2,667,65.856360,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Human4-2.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Human4-2_MyTrackerECO.mat
Human5,Human5,713,66.285693,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Human5.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Human5_MyTrackerECO.mat
Human6,Human6,792,69.112125,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Human6.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Human6_MyTrackerECO.mat
Human7,Human7,250,55.546829,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Human7.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Human7_MyTrackerECO.mat
Human8,Human8,128,46.730132,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Human8.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Human8_MyTrackerECO.mat
Human9,Human9,305,60.117120,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Human9.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Human9_MyTrackerECO.mat
Ironman,Ironman,166,47.182602,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Ironman.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Ironman_MyTrackerECO.mat
Jogging_1,Jogging-1,307,58.105093,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Jogging-1.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Jogging-1_MyTrackerECO.mat
Jogging_2,Jogging-2,307,61.305577,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Jogging-2.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Jogging-2_MyTrackerECO.mat
Jump,Jump,122,38.500707,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Jump.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Jump_MyTrackerECO.mat
Jumping,Jumping,313,62.071757,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\txt_results\MyTrackerECO\Jumping.txt,,E:\Programming\Python\Project\AI\CV\Tracking\TransTResearch\MyECOTracker\otb100result\otb_matlab_export\MyTrackerECO_embed_v2_932\unified_otb\results\OPE_OTB\Jumping_MyTrackerECO.mat
