sequence_src,sequence_otb,frames,fps,txt_path,classic_mat_path,unified_mat_path
BlurOwl,BlurOwl,631,35.582245,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\BlurOwl.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\BlurOwl_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\BlurOwl_MyTracker.mat
Board,Board,698,36.700129,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Board.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Board_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Board_MyTracker.mat
Bolt,Bolt,350,35.558905,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Bolt.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Bolt_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Bolt_MyTracker.mat
Bolt2,Bolt2,293,37.452704,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Bolt2.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Bolt2_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Bolt2_MyTracker.mat
Box,Box,1161,36.389937,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Box.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Box_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Box_MyTracker.mat
Boy,Boy,602,34.462440,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Boy.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Boy_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Boy_MyTracker.mat
Car1,Car1,1020,35.809666,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Car1.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Car1_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Car1_MyTracker.mat
Car2,Car2,913,37.819784,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Car2.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Car2_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Car2_MyTracker.mat
Car24,Car24,3059,38.663593,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Car24.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Car24_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Car24_MyTracker.mat
Car4,Car4,659,37.876855,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Car4.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Car4_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Car4_MyTracker.mat
CarDark,CarDark,393,38.382912,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\CarDark.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\CarDark_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\CarDark_MyTracker.mat
CarScale,CarScale,252,36.286325,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\CarScale.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\CarScale_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\CarScale_MyTracker.mat
ClifBar,ClifBar,472,40.215987,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\ClifBar.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\ClifBar_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\ClifBar_MyTracker.mat
Coke,Coke,291,37.586492,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Coke.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Coke_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Coke_MyTracker.mat
Couple,Couple,140,39.530057,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Couple.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Couple_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Couple_MyTracker.mat
Coupon,Coupon,327,39.659746,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Coupon.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Coupon_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Coupon_MyTracker.mat
Crossing,Crossing,120,35.271042,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Crossing.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Crossing_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Crossing_MyTracker.mat
Crowds,Crowds,347,36.684260,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Crowds.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Crowds_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Crowds_MyTracker.mat
Dancer,Dancer,225,37.747621,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Dancer.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Dancer_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Dancer_MyTracker.mat
Dancer2,Dancer2,150,38.013681,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Dancer2.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Dancer2_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Dancer2_MyTracker.mat
David,David,471,37.702502,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\David.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\David_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\David_MyTracker.mat
David2,David2,537,38.164600,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\David2.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\David2_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\David2_MyTracker.mat
David3,David3,252,39.328078,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\David3.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\David3_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\David3_MyTracker.mat
Deer,Deer,71,35.724074,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Deer.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Deer_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Deer_MyTracker.mat
Diving,Diving,215,37.011223,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Diving.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Diving_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Diving_MyTracker.mat
Dog,Dog,127,40.361050,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Dog.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Dog_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Dog_MyTracker.mat
Dog1,Dog1,1350,36.808241,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Dog1.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Dog1_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Dog1_MyTracker.mat
Doll,Doll,3872,36.454642,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Doll.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Doll_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Doll_MyTracker.mat
DragonBaby,DragonBaby,113,37.327511,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\DragonBaby.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\DragonBaby_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\DragonBaby_MyTracker.mat
Dudek,Dudek,1145,35.620592,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Dudek.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Dudek_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Dudek_MyTracker.mat
FaceOcc1,FaceOcc1,892,37.277339,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\FaceOcc1.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\FaceOcc1_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\FaceOcc1_MyTracker.mat
FaceOcc2,FaceOcc2,812,38.310852,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\FaceOcc2.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\FaceOcc2_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\FaceOcc2_MyTracker.mat
Fish,Fish,476,38.639687,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Fish.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Fish_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Fish_MyTracker.mat
FleetFace,FleetFace,707,36.001149,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\FleetFace.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\FleetFace_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\FleetFace_MyTracker.mat
Football,Football,362,37.533231,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Football.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Football_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Football_MyTracker.mat
Football1,Football1,74,32.013302,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Football1.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Football1_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Football1_MyTracker.mat
Freeman1,Freeman1,326,38.478139,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Freeman1.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Freeman1_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Freeman1_MyTracker.mat
Freeman3,Freeman3,460,40.540799,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Freeman3.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Freeman3_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Freeman3_MyTracker.mat
Freeman4,Freeman4,283,39.964601,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Freeman4.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Freeman4_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Freeman4_MyTracker.mat
Girl,Girl,500,38.540137,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Girl.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Girl_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Girl_MyTracker.mat
Girl2,Girl2,1500,36.244743,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Girl2.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Girl2_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Girl2_MyTracker.mat
Gym,Gym,767,37.002316,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Gym.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Gym_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Gym_MyTracker.mat
Human2,Human2,1128,35.563802,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Human2.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Human2_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Human2_MyTracker.mat
Human3,Human3,1698,36.084068,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Human3.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Human3_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Human3_MyTracker.mat
Human4_2,Human4-2,667,37.240623,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Human4-2.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Human4-2_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Human4-2_MyTracker.mat
Human5,Human5,713,36.882114,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Human5.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Human5_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Human5_MyTracker.mat
Human6,Human6,792,35.436429,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Human6.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Human6_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Human6_MyTracker.mat
Human7,Human7,250,37.806209,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Human7.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Human7_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Human7_MyTracker.mat
Human8,Human8,128,38.061414,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Human8.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Human8_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Human8_MyTracker.mat
Human9,Human9,305,37.061824,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\txt_results\MyTracker\Human9.txt,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\classic_otb\results\OPE\MyTracker\Human9_01.mat,E:\Programming\C\C2P\Project\TransTResearch\otb100\otb_matlab_export\MyTracker_run810\unified_otb\results\OPE_OTB\Human9_MyTracker.mat
