sequence_index,sequence,AUC,Precision,Norm_Precision,Success50,Success75,FPS,frames,total_time_sec
26,Gym,48.07113198887773,99.21773076057434,88.00521492958069,33.76792669296265,3.7809647619724274,79.64876452512566,767,9.629779
27,Human2,79.0213451708649,85.72695255279541,98.1382966041565,99.91135001182556,65.78013896942139,78.74447244170344,1128,14.324815000000001
28,Human3,4.960924624693859,6.77267387509346,6.1248525977134705,6.360424309968948,2.7679622173309326,69.0691897557619,1698,24.584044000000002
29,Human4_2,56.38089345397509,85.30734777450562,82.6086938381195,80.65966963768005,14.392803609371185,73.30402564388024,667,9.099091000000001
30,Human5,33.772435705005506,99.29873943328857,97.05469608306885,33.80084037780762,17.812061309814453,68.12102344719895,713,10.466666
31,Human6,47.31875520940267,99.24242496490479,92.92929172515869,29.16666567325592,17.424242198467255,69.66053331471028,792,11.369422
32,Human7,84.92895358842519,100.0,99.59999918937683,100.0,91.20000004768372,63.84789286630047,250,3.915556
33,Human8,9.986074903478599,15.625,6.25,13.28125,3.90625,64.98375659927818,128,1.9697229999999997
34,Human9,65.01021928869416,100.0,93.11475157737732,99.67213273048401,3.9344262331724167,63.043126872949294,305,4.8379579999999995
35,Ironman,60.076797884142344,86.74699068069458,70.48192620277405,72.89156913757324,18.07228922843933,59.96436094066021,166,2.768311
36,Jogging_1,76.70454872525379,97.06840515136719,95.76547145843506,96.41693830490112,74.2671012878418,71.55211452813245,307,4.290579
37,Jogging_2,75.5137371647113,100.0,100.0,100.0,52.4429976940155,72.21553254956349,307,4.251163
38,Jump,13.42160690745808,8.196721225976944,8.196721225976944,9.836065769195557,5.737704783678055,52.21362219164539,122,2.336555
39,Jumping,68.20046084391623,100.0,93.29073429107666,99.68051314353943,20.7667738199234,65.2657808174904,313,4.795775
40,Man,77.8373743167775,100.0,100.0,100.0,68.65671873092651,68.04665969611581,134,1.969237
41,Mhyang,81.61270090908668,100.0,99.79865550994873,100.0,81.47650957107544,81.3260934552526,1490,18.321303
42,Singer1,81.16938061615248,100.0,100.0,100.0,86.89458966255188,74.74166215235546,351,4.6961759999999995
43,Singer2,3.868062733229821,3.5519126802682877,3.0054645612835884,3.5519126802682877,2.459016442298889,71.3336408865719,366,5.130819000000001
44,Skater,62.110260702478094,94.9999988079071,93.12499761581421,85.6249988079071,12.5,66.94563470528648,160,2.3899990000000004
45,Skater2,61.15087824408025,92.64367818832397,77.24137902259827,78.62069010734558,13.563218712806702,74.92804324123213,435,5.8055699999999995
46,Skating1,64.00677002602228,99.50000047683716,98.00000190734863,94.49999928474426,19.499999284744263,71.37598262423079,400,5.604126
47,Skating2_1,34.13924134138222,44.3974643945694,31.0782253742218,33.403804898262024,10.782241076231003,74.55950778744895,473,6.3439260000000015
48,Skating2_2,39.68878818790742,41.860464215278625,36.57505214214325,38.26638460159302,9.302325546741486,74.74885648472404,473,6.327856000000001
49,Skiing,49.8843826610711,100.0,83.95061492919922,60.4938268661499,9.876543283462524,53.231409423142395,81,1.5216579999999997
50,Soccer,17.69287389053373,22.193877398967743,18.36734712123871,21.93877547979355,13.520407676696777,61.19763777118203,392,6.405476
51,Subway,73.53862114162959,100.0,89.71428275108337,100.0,44.57142949104309,67.96216798539163,175,2.574962
52,Surfer,68.83292310700904,100.0,91.4893627166748,99.46808218955994,23.67021292448044,66.70750727351337,376,5.636547
53,Walking,74.64583976658895,100.0,99.02912378311157,99.75728392601013,45.8737850189209,72.15747703833489,412,5.709734
54,Walking2,34.042749488391905,40.40000140666962,40.40000140666962,40.40000140666962,33.399999141693115,77.84712226435481,500,6.422845000000001
55,Woman,68.2571347651773,99.83249306678772,97.9899525642395,92.29480624198914,37.01842427253723,67.37929963450398,597,8.860288
