sequence_src,sequence_otb,frames,fps,txt_path,classic_mat_path,unified_mat_path
Deer,Deer,71,26.649353,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Deer.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Deer_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Deer_ToMP_plus2.mat
Diving,Diving,215,26.312209,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Diving.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Diving_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Diving_ToMP_plus2.mat
Dog,Dog,127,27.099194,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Dog.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Dog_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Dog_ToMP_plus2.mat
Dog1,Dog1,1350,28.671218,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Dog1.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Dog1_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Dog1_ToMP_plus2.mat
Doll,Doll,3872,28.443243,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Doll.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Doll_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Doll_ToMP_plus2.mat
DragonBaby,DragonBaby,113,31.208429,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\DragonBaby.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\DragonBaby_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\DragonBaby_ToMP_plus2.mat
Dudek,Dudek,1145,28.634151,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Dudek.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Dudek_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Dudek_ToMP_plus2.mat
FaceOcc1,FaceOcc1,892,27.506944,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\FaceOcc1.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\FaceOcc1_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\FaceOcc1_ToMP_plus2.mat
FaceOcc2,FaceOcc2,812,27.492525,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\FaceOcc2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\FaceOcc2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\FaceOcc2_ToMP_plus2.mat
Fish,Fish,476,24.787002,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Fish.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Fish_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Fish_ToMP_plus2.mat
FleetFace,FleetFace,707,21.801158,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\FleetFace.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\FleetFace_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\FleetFace_ToMP_plus2.mat
Football,Football,362,26.513208,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Football.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Football_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Football_ToMP_plus2.mat
Football1,Football1,74,26.589339,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Football1.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Football1_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Football1_ToMP_plus2.mat
Freeman1,Freeman1,326,25.870506,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Freeman1.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Freeman1_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Freeman1_ToMP_plus2.mat
Freeman3,Freeman3,460,27.666806,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Freeman3.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Freeman3_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Freeman3_ToMP_plus2.mat
Freeman4,Freeman4,283,28.612253,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Freeman4.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Freeman4_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Freeman4_ToMP_plus2.mat
Girl,Girl,500,27.825324,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Girl.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Girl_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Girl_ToMP_plus2.mat
Girl2,Girl2,1500,27.333055,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Girl2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Girl2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Girl2_ToMP_plus2.mat
Gym,Gym,767,27.202556,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Gym.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Gym_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Gym_ToMP_plus2.mat
Human2,Human2,1128,28.403224,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Human2.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Human2_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Human2_ToMP_plus2.mat
Human3,Human3,1698,28.020364,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\txt_results\ToMP_plus2\Human3.txt,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\classic_otb\results\OPE\ToMP_plus2\Human3_01.mat,E:\Programming\C\C2P\Project\AI\TransTResearch\otb100\otb_matlab_export\ToMP_plus2_run811\unified_otb\results\OPE_OTB\Human3_ToMP_plus2.mat
